machine_id,machine_name,line_id,temperature,vibration,pressure,power_consumption,production_rate,defect_rate,machine_status,maintenance_status,downstream_delay,step,timestamp
M06,Machine E - Material Transfer,LINE-2,38.86,1.03,98.01,14.92,1350.5,0.261,HEALTHY,OK,0.0,34,2026-09-10T10:17:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.99,1.403,100.92,20.73,1323.3,0.612,HEALTHY,OK,0.0,34,2026-09-10T10:17:00Z
M08,Machine G - Finishing Station,LINE-3,40.54,1.008,98.01,16.23,1299.2,0.386,HEALTHY,OK,0.0,34,2026-09-10T10:17:00Z
M09,Machine H - Final Inspection,LINE-3,39.75,0.823,96.1,13.19,1281.1,0.225,HEALTHY,OK,0.0,34,2026-09-10T10:17:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.04,0.739,94.44,10.76,1235.5,0.346,HEALTHY,OK,0.0,34,2026-09-10T10:17:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.1,1.114,100.94,18.73,1197.8,0.185,HEALTHY,OK,0.0,35,2026-09-10T10:17:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.56,1.448,102.6,22.06,1183.1,0.515,HEALTHY,OK,0.0,35,2026-09-10T10:17:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.36,1.21,100.74,19.42,1400.5,0.303,HEALTHY,OK,0.0,35,2026-09-10T10:17:30Z
M04,Machine C - Quality Inspection,LINE-2,40.09,1.039,98.28,14.01,1373.5,0.202,HEALTHY,OK,0.0,35,2026-09-10T10:17:30Z
M05,Machine D - Packaging Unit,LINE-2,37.99,0.91,96.1,12.34,1353.4,0.332,HEALTHY,OK,0.0,35,2026-09-10T10:17:30Z
M06,Machine E - Material Transfer,LINE-2,39.04,1.217,98.81,15.1,1343.6,0.289,HEALTHY,OK,0.0,35,2026-09-10T10:17:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.1,1.442,102.16,21.38,1319.2,0.59,HEALTHY,OK,0.0,35,2026-09-10T10:17:30Z
M08,Machine G - Finishing Station,LINE-3,42.08,1.02,97.14,15.79,1292.5,0.428,HEALTHY,OK,0.0,35,2026-09-10T10:17:30Z
M09,Machine H - Final Inspection,LINE-3,39.85,0.806,95.97,13.22,1273.2,0.168,HEALTHY,OK,0.0,35,2026-09-10T10:17:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.09,0.73,94.17,10.76,1255.4,0.278,HEALTHY,OK,0.0,35,2026-09-10T10:17:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.79,1.153,101.95,18.69,1204.8,0.237,HEALTHY,OK,0.0,36,2026-09-10T10:18:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,46.13,1.415,102.63,21.82,1173.2,0.468,HEALTHY,OK,0.0,36,2026-09-10T10:18:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,41.88,1.139,100.67,19.52,1403.8,0.315,HEALTHY,OK,0.0,36,2026-09-10T10:18:00Z
M04,Machine C - Quality Inspection,LINE-2,40.24,0.981,99.06,14.07,1365.1,0.17,HEALTHY,OK,0.0,36,2026-09-10T10:18:00Z
M05,Machine D - Packaging Unit,LINE-2,37.3,0.901,94.94,12.36,1366.1,0.316,HEALTHY,OK,0.0,36,2026-09-10T10:18:00Z
M06,Machine E - Material Transfer,LINE-2,39.29,1.053,98.5,15.01,1351.4,0.244,HEALTHY,OK,0.0,36,2026-09-10T10:18:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.93,1.401,101.89,20.76,1315.7,0.595,HEALTHY,OK,0.0,36,2026-09-10T10:18:00Z
M08,Machine G - Finishing Station,LINE-3,41.04,1.03,98.04,15.91,1296.4,0.413,HEALTHY,OK,0.0,36,2026-09-10T10:18:00Z
M09,Machine H - Final Inspection,LINE-3,40.24,0.778,96.4,13.29,1290.3,0.253,HEALTHY,OK,0.0,36,2026-09-10T10:18:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.65,0.701,94.01,10.97,1244.8,0.255,HEALTHY,OK,0.0,36,2026-09-10T10:18:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.04,1.162,101.34,18.26,1191.2,0.207,HEALTHY,OK,0.0,37,2026-09-10T10:18:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.06,1.529,104.09,22.08,1183.9,0.468,HEALTHY,OK,0.0,37,2026-09-10T10:18:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,41.49,1.279,100.04,19.19,1399.7,0.297,HEALTHY,OK,0.0,37,2026-09-10T10:18:30Z
M04,Machine C - Quality Inspection,LINE-2,39.64,0.985,98.61,13.76,1368.9,0.228,HEALTHY,OK,0.0,37,2026-09-10T10:18:30Z
M05,Machine D - Packaging Unit,LINE-2,38.2,0.869,94.21,12.28,1349.6,0.335,HEALTHY,OK,0.0,37,2026-09-10T10:18:30Z
M06,Machine E - Material Transfer,LINE-2,38.59,1.096,99.34,14.29,1358.3,0.265,HEALTHY,OK,0.0,37,2026-09-10T10:18:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.13,1.412,102.54,21.17,1301.0,0.576,HEALTHY,OK,0.0,37,2026-09-10T10:18:30Z
M08,Machine G - Finishing Station,LINE-3,41.06,0.99,97.74,16.24,1304.9,0.394,HEALTHY,OK,0.0,37,2026-09-10T10:18:30Z
M09,Machine H - Final Inspection,LINE-3,39.26,0.777,96.21,12.67,1285.1,0.227,HEALTHY,OK,0.0,37,2026-09-10T10:18:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.05,0.547,93.36,11.57,1245.6,0.24,HEALTHY,OK,0.0,37,2026-09-10T10:18:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.49,1.201,101.85,18.58,1203.7,0.211,HEALTHY,OK,0.0,38,2026-09-10T10:19:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.28,1.614,103.49,21.53,1183.6,0.534,HEALTHY,OK,0.0,38,2026-09-10T10:19:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.48,1.179,101.08,19.78,1420.6,0.277,HEALTHY,OK,0.0,38,2026-09-10T10:19:00Z
M04,Machine C - Quality Inspection,LINE-2,39.8,0.985,97.75,13.73,1357.9,0.187,HEALTHY,OK,0.0,38,2026-09-10T10:19:00Z
M05,Machine D - Packaging Unit,LINE-2,38.15,0.875,95.97,12.5,1360.3,0.308,HEALTHY,OK,0.0,38,2026-09-10T10:19:00Z
M06,Machine E - Material Transfer,LINE-2,39.33,1.114,99.68,15.02,1354.0,0.311,HEALTHY,OK,0.0,38,2026-09-10T10:19:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.88,1.42,103.12,20.92,1323.4,0.638,HEALTHY,OK,0.0,38,2026-09-10T10:19:00Z
M08,Machine G - Finishing Station,LINE-3,41.46,1.001,96.31,16.16,1282.2,0.444,HEALTHY,OK,0.0,38,2026-09-10T10:19:00Z
M09,Machine H - Final Inspection,LINE-3,40.07,0.85,95.55,12.53,1282.1,0.199,HEALTHY,OK,0.0,38,2026-09-10T10:19:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.8,0.704,95.38,11.25,1258.4,0.325,HEALTHY,OK,0.0,38,2026-09-10T10:19:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.59,1.19,100.27,18.44,1206.5,0.171,HEALTHY,OK,0.0,39,2026-09-10T10:19:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.93,1.465,103.75,22.22,1185.2,0.519,HEALTHY,OK,0.0,39,2026-09-10T10:19:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,41.99,1.21,99.91,18.84,1401.2,0.31,HEALTHY,OK,0.0,39,2026-09-10T10:19:30Z
M04,Machine C - Quality Inspection,LINE-2,40.48,1.079,98.78,13.7,1377.2,0.214,HEALTHY,OK,0.0,39,2026-09-10T10:19:30Z
M05,Machine D - Packaging Unit,LINE-2,39.01,0.974,95.56,12.38,1342.9,0.324,HEALTHY,OK,0.0,39,2026-09-10T10:19:30Z
M06,Machine E - Material Transfer,LINE-2,38.56,1.088,98.94,15.48,1347.2,0.227,HEALTHY,OK,0.0,39,2026-09-10T10:19:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.2,1.365,102.02,20.97,1317.8,0.624,HEALTHY,OK,0.0,39,2026-09-10T10:19:30Z
M08,Machine G - Finishing Station,LINE-3,40.39,0.974,97.84,15.82,1287.1,0.42,HEALTHY,OK,0.0,39,2026-09-10T10:19:30Z
M09,Machine H - Final Inspection,LINE-3,40.45,0.798,95.02,13.21,1266.7,0.209,HEALTHY,OK,0.0,39,2026-09-10T10:19:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.65,0.642,93.78,10.95,1244.8,0.318,HEALTHY,OK,0.0,39,2026-09-10T10:19:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.82,1.249,101.44,18.29,1193.1,0.151,HEALTHY,OK,0.0,40,2026-09-10T10:20:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.12,1.482,101.81,21.84,1172.8,0.547,HEALTHY,OK,0.0,40,2026-09-10T10:20:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,41.32,1.128,101.05,19.91,1394.0,0.281,HEALTHY,OK,0.0,40,2026-09-10T10:20:00Z
M04,Machine C - Quality Inspection,LINE-2,40.25,0.884,97.07,13.92,1392.4,0.187,HEALTHY,OK,0.0,40,2026-09-10T10:20:00Z
M05,Machine D - Packaging Unit,LINE-2,38.04,0.957,96.05,12.33,1349.9,0.355,HEALTHY,OK,0.0,40,2026-09-10T10:20:00Z
M06,Machine E - Material Transfer,LINE-2,38.39,1.151,98.49,15.03,1348.1,0.271,HEALTHY,OK,0.0,40,2026-09-10T10:20:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.61,1.414,102.5,20.96,1320.6,0.617,HEALTHY,OK,0.0,40,2026-09-10T10:20:00Z
M08,Machine G - Finishing Station,LINE-3,40.61,1.037,97.91,16.78,1297.0,0.386,HEALTHY,OK,0.0,40,2026-09-10T10:20:00Z
M09,Machine H - Final Inspection,LINE-3,40.31,0.841,95.73,12.88,1284.3,0.175,HEALTHY,OK,0.0,40,2026-09-10T10:20:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.84,0.704,94.5,10.82,1235.3,0.243,HEALTHY,OK,0.0,40,2026-09-10T10:20:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.5,1.134,101.22,18.14,1194.4,0.177,HEALTHY,OK,0.0,41,2026-09-10T10:20:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.82,1.566,103.33,22.0,1176.3,0.487,HEALTHY,OK,0.0,41,2026-09-10T10:20:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.17,1.23,100.05,19.52,1383.3,0.307,HEALTHY,OK,0.0,41,2026-09-10T10:20:30Z
M04,Machine C - Quality Inspection,LINE-2,40.3,0.986,98.91,13.74,1381.7,0.199,HEALTHY,OK,0.0,41,2026-09-10T10:20:30Z
M05,Machine D - Packaging Unit,LINE-2,37.96,0.894,95.05,12.75,1361.0,0.3,HEALTHY,OK,0.0,41,2026-09-10T10:20:30Z
M06,Machine E - Material Transfer,LINE-2,39.33,1.065,99.38,14.77,1358.7,0.366,HEALTHY,OK,0.0,41,2026-09-10T10:20:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.95,1.29,101.73,21.37,1324.4,0.607,HEALTHY,OK,0.0,41,2026-09-10T10:20:30Z
M08,Machine G - Finishing Station,LINE-3,41.4,1.024,98.11,16.28,1312.2,0.411,HEALTHY,OK,0.0,41,2026-09-10T10:20:30Z
M09,Machine H - Final Inspection,LINE-3,40.36,0.785,95.7,13.51,1281.7,0.224,HEALTHY,OK,0.0,41,2026-09-10T10:20:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.05,0.671,94.01,11.43,1254.4,0.249,HEALTHY,OK,0.0,41,2026-09-10T10:20:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.91,1.289,101.19,17.96,1215.1,0.22,HEALTHY,OK,0.0,42,2026-09-10T10:21:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.97,1.481,103.54,21.84,1189.2,0.516,HEALTHY,OK,0.0,42,2026-09-10T10:21:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.24,1.211,100.41,19.84,1391.3,0.256,HEALTHY,OK,0.0,42,2026-09-10T10:21:00Z
M04,Machine C - Quality Inspection,LINE-2,40.25,1.032,98.24,14.12,1377.4,0.224,HEALTHY,OK,0.0,42,2026-09-10T10:21:00Z
M05,Machine D - Packaging Unit,LINE-2,37.98,0.876,94.84,13.11,1336.1,0.315,HEALTHY,OK,0.0,42,2026-09-10T10:21:00Z
M06,Machine E - Material Transfer,LINE-2,38.33,1.095,98.78,14.37,1353.1,0.289,HEALTHY,OK,0.0,42,2026-09-10T10:21:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.16,1.442,102.72,21.45,1322.9,0.601,HEALTHY,OK,0.0,42,2026-09-10T10:21:00Z
M08,Machine G - Finishing Station,LINE-3,41.53,1.084,98.07,15.72,1301.6,0.413,HEALTHY,OK,0.0,42,2026-09-10T10:21:00Z
M09,Machine H - Final Inspection,LINE-3,39.28,0.823,97.14,13.19,1291.8,0.205,HEALTHY,OK,0.0,42,2026-09-10T10:21:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.97,0.719,93.59,10.71,1260.1,0.341,HEALTHY,OK,0.0,42,2026-09-10T10:21:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.6,1.248,101.26,18.6,1203.7,0.23,HEALTHY,OK,0.0,43,2026-09-10T10:21:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.03,1.571,103.15,22.19,1173.3,0.565,HEALTHY,OK,0.0,43,2026-09-10T10:21:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.51,1.246,99.7,19.32,1406.0,0.322,HEALTHY,OK,0.0,43,2026-09-10T10:21:30Z
M04,Machine C - Quality Inspection,LINE-2,39.23,1.052,97.73,14.42,1379.3,0.206,HEALTHY,OK,0.0,43,2026-09-10T10:21:30Z
M05,Machine D - Packaging Unit,LINE-2,38.47,0.855,94.5,12.44,1356.6,0.26,HEALTHY,OK,0.0,43,2026-09-10T10:21:30Z
M06,Machine E - Material Transfer,LINE-2,38.33,1.141,98.7,14.88,1335.1,0.28,HEALTHY,OK,0.0,43,2026-09-10T10:21:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.0,1.447,101.61,21.5,1314.5,0.58,HEALTHY,OK,0.0,43,2026-09-10T10:21:30Z
M08,Machine G - Finishing Station,LINE-3,41.61,1.011,97.22,15.95,1310.8,0.444,HEALTHY,OK,0.0,43,2026-09-10T10:21:30Z
M09,Machine H - Final Inspection,LINE-3,39.67,0.798,96.05,12.7,1279.6,0.2,HEALTHY,OK,0.0,43,2026-09-10T10:21:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.46,0.76,93.84,10.94,1255.3,0.282,HEALTHY,OK,0.0,43,2026-09-10T10:21:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.24,1.196,100.82,18.21,1211.6,0.195,HEALTHY,OK,0.0,44,2026-09-10T10:22:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.66,1.474,103.15,22.72,1171.5,0.443,HEALTHY,OK,0.0,44,2026-09-10T10:22:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,43.07,1.18,100.49,19.45,1395.1,0.297,HEALTHY,OK,0.0,44,2026-09-10T10:22:00Z
M04,Machine C - Quality Inspection,LINE-2,39.93,1.022,97.5,13.79,1377.2,0.157,HEALTHY,OK,0.0,44,2026-09-10T10:22:00Z
M05,Machine D - Packaging Unit,LINE-2,37.83,0.906,94.8,12.42,1349.8,0.28,HEALTHY,OK,0.0,44,2026-09-10T10:22:00Z
M06,Machine E - Material Transfer,LINE-2,39.28,1.172,98.77,15.15,1348.1,0.311,HEALTHY,OK,0.0,44,2026-09-10T10:22:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.63,1.425,101.11,21.14,1329.9,0.593,HEALTHY,OK,0.0,44,2026-09-10T10:22:00Z
M08,Machine G - Finishing Station,LINE-3,41.4,0.965,96.76,16.04,1285.9,0.393,HEALTHY,OK,0.0,44,2026-09-10T10:22:00Z
M09,Machine H - Final Inspection,LINE-3,40.51,0.705,95.36,12.69,1279.5,0.189,HEALTHY,OK,0.0,44,2026-09-10T10:22:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.56,0.748,94.25,11.04,1253.1,0.274,HEALTHY,OK,0.0,44,2026-09-10T10:22:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.34,1.144,101.72,18.86,1201.7,0.195,HEALTHY,OK,0.0,45,2026-09-10T10:22:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.16,1.357,103.15,21.97,1179.6,0.521,HEALTHY,OK,0.0,45,2026-09-10T10:22:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,42.84,1.181,100.43,19.72,1390.0,0.348,HEALTHY,OK,0.0,45,2026-09-10T10:22:30Z
M04,Machine C - Quality Inspection,LINE-2,40.42,0.946,98.09,14.39,1366.1,0.205,HEALTHY,OK,0.0,45,2026-09-10T10:22:30Z
M05,Machine D - Packaging Unit,LINE-2,37.77,0.881,94.55,12.45,1364.7,0.262,HEALTHY,OK,0.0,45,2026-09-10T10:22:30Z
M06,Machine E - Material Transfer,LINE-2,38.53,1.035,99.86,14.86,1349.8,0.288,HEALTHY,OK,0.0,45,2026-09-10T10:22:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.62,1.388,103.23,21.42,1313.2,0.619,HEALTHY,OK,0.0,45,2026-09-10T10:22:30Z
M08,Machine G - Finishing Station,LINE-3,40.67,0.911,98.01,16.35,1308.4,0.386,HEALTHY,OK,0.0,45,2026-09-10T10:22:30Z
M09,Machine H - Final Inspection,LINE-3,39.93,0.837,96.2,12.88,1267.0,0.203,HEALTHY,OK,0.0,45,2026-09-10T10:22:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.43,0.64,94.32,11.1,1256.0,0.326,HEALTHY,OK,0.0,45,2026-09-10T10:22:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.72,1.119,101.03,18.77,1195.7,0.179,HEALTHY,OK,0.0,46,2026-09-10T10:23:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.27,1.588,103.41,22.23,1187.7,0.517,HEALTHY,OK,0.0,46,2026-09-10T10:23:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,43.15,1.253,100.29,20.57,1388.8,0.353,HEALTHY,OK,0.0,46,2026-09-10T10:23:00Z
M04,Machine C - Quality Inspection,LINE-2,40.19,0.949,98.75,13.8,1384.0,0.232,HEALTHY,OK,0.0,46,2026-09-10T10:23:00Z
M05,Machine D - Packaging Unit,LINE-2,38.15,0.905,95.01,12.48,1345.4,0.287,HEALTHY,OK,0.0,46,2026-09-10T10:23:00Z
M06,Machine E - Material Transfer,LINE-2,39.59,1.095,98.61,14.85,1358.8,0.32,HEALTHY,OK,0.0,46,2026-09-10T10:23:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.22,1.387,102.29,20.81,1317.9,0.629,HEALTHY,OK,0.0,46,2026-09-10T10:23:00Z
M08,Machine G - Finishing Station,LINE-3,41.35,0.951,97.07,16.03,1313.8,0.343,HEALTHY,OK,0.0,46,2026-09-10T10:23:00Z
M09,Machine H - Final Inspection,LINE-3,40.11,0.731,95.68,12.89,1276.6,0.184,HEALTHY,OK,0.0,46,2026-09-10T10:23:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.0,0.673,93.27,11.23,1256.0,0.325,HEALTHY,OK,0.0,46,2026-09-10T10:23:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,41.38,1.215,101.64,18.19,1200.1,0.197,HEALTHY,OK,0.0,47,2026-09-10T10:23:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.74,1.596,102.17,22.75,1172.7,0.529,HEALTHY,OK,0.0,47,2026-09-10T10:23:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,44.09,1.24,100.75,19.85,1383.3,0.403,HEALTHY,OK,0.0,47,2026-09-10T10:23:30Z
M04,Machine C - Quality Inspection,LINE-2,40.48,1.004,97.92,14.33,1384.6,0.222,HEALTHY,OK,0.0,47,2026-09-10T10:23:30Z
M05,Machine D - Packaging Unit,LINE-2,37.73,0.848,94.72,12.31,1356.3,0.329,HEALTHY,OK,0.0,47,2026-09-10T10:23:30Z
M06,Machine E - Material Transfer,LINE-2,38.94,1.172,99.68,15.07,1343.4,0.347,HEALTHY,OK,0.0,47,2026-09-10T10:23:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.98,1.406,101.83,20.73,1308.3,0.619,HEALTHY,OK,0.0,47,2026-09-10T10:23:30Z
M08,Machine G - Finishing Station,LINE-3,40.69,1.153,96.96,15.62,1304.1,0.446,HEALTHY,OK,0.0,47,2026-09-10T10:23:30Z
M09,Machine H - Final Inspection,LINE-3,40.03,0.829,95.08,12.8,1271.4,0.143,HEALTHY,OK,0.0,47,2026-09-10T10:23:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,37.05,0.588,93.34,10.84,1243.3,0.312,HEALTHY,OK,0.0,47,2026-09-10T10:23:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.12,1.245,101.68,18.84,1200.0,0.209,HEALTHY,OK,0.0,48,2026-09-10T10:24:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.2,1.507,102.8,21.9,1173.5,0.513,HEALTHY,OK,0.0,48,2026-09-10T10:24:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,44.16,1.293,100.17,19.63,1380.4,0.434,HEALTHY,OK,0.0,48,2026-09-10T10:24:00Z
M04,Machine C - Quality Inspection,LINE-2,39.65,1.04,97.72,13.58,1388.2,0.184,HEALTHY,OK,0.0,48,2026-09-10T10:24:00Z
M05,Machine D - Packaging Unit,LINE-2,37.84,0.902,95.57,12.51,1340.4,0.316,HEALTHY,OK,0.0,48,2026-09-10T10:24:00Z
M06,Machine E - Material Transfer,LINE-2,38.81,1.194,99.0,14.33,1352.9,0.358,HEALTHY,OK,0.0,48,2026-09-10T10:24:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.63,1.492,101.49,21.27,1314.2,0.607,HEALTHY,OK,0.0,48,2026-09-10T10:24:00Z
M08,Machine G - Finishing Station,LINE-3,40.49,0.968,97.16,16.27,1306.4,0.408,HEALTHY,OK,0.0,48,2026-09-10T10:24:00Z
M09,Machine H - Final Inspection,LINE-3,39.46,0.784,95.63,13.26,1289.4,0.232,HEALTHY,OK,0.0,48,2026-09-10T10:24:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.7,0.563,93.12,11.43,1246.8,0.277,HEALTHY,OK,0.0,48,2026-09-10T10:24:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.66,1.263,101.31,18.41,1198.9,0.207,HEALTHY,OK,0.0,49,2026-09-10T10:24:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.64,1.521,103.36,22.35,1170.6,0.523,HEALTHY,OK,0.0,49,2026-09-10T10:24:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,44.65,1.244,99.44,19.81,1369.8,0.476,HEALTHY,OK,0.0,49,2026-09-10T10:24:30Z
M04,Machine C - Quality Inspection,LINE-2,40.07,1.098,97.37,13.99,1382.4,0.178,HEALTHY,OK,0.0,49,2026-09-10T10:24:30Z
M05,Machine D - Packaging Unit,LINE-2,38.01,0.82,95.7,12.3,1366.3,0.299,HEALTHY,OK,0.0,49,2026-09-10T10:24:30Z
M06,Machine E - Material Transfer,LINE-2,39.41,1.097,98.98,14.82,1351.0,0.31,HEALTHY,OK,0.0,49,2026-09-10T10:24:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,43.69,1.394,101.69,21.69,1319.3,0.646,HEALTHY,OK,0.0,49,2026-09-10T10:24:30Z
M08,Machine G - Finishing Station,LINE-3,40.92,1.013,96.84,15.87,1301.7,0.448,HEALTHY,OK,0.0,49,2026-09-10T10:24:30Z
M09,Machine H - Final Inspection,LINE-3,40.09,0.869,96.32,13.49,1279.5,0.272,HEALTHY,OK,0.0,49,2026-09-10T10:24:30Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.81,0.662,93.39,11.7,1256.6,0.29,HEALTHY,OK,0.0,49,2026-09-10T10:24:30Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.5,1.234,102.28,18.04,1197.9,0.186,HEALTHY,OK,0.0,50,2026-09-10T10:25:00Z
M02,Machine B1 - Assembly Line 1,LINE-1,44.21,1.553,102.86,22.22,1198.9,0.489,HEALTHY,OK,0.0,50,2026-09-10T10:25:00Z
M03,Machine B2 - Assembly Line 2,LINE-2,45.22,1.427,100.99,20.09,1352.9,0.553,HEALTHY,OK,0.0,50,2026-09-10T10:25:00Z
M04,Machine C - Quality Inspection,LINE-2,40.15,0.898,97.39,14.45,1383.2,0.177,HEALTHY,OK,0.0,50,2026-09-10T10:25:00Z
M05,Machine D - Packaging Unit,LINE-2,37.93,0.901,95.37,12.09,1343.3,0.308,HEALTHY,OK,0.0,50,2026-09-10T10:25:00Z
M06,Machine E - Material Transfer,LINE-2,38.96,1.129,98.39,15.11,1358.7,0.315,HEALTHY,OK,0.0,50,2026-09-10T10:25:00Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.06,1.395,101.58,20.98,1330.1,0.596,HEALTHY,OK,0.0,50,2026-09-10T10:25:00Z
M08,Machine G - Finishing Station,LINE-3,40.64,0.975,97.6,15.89,1303.9,0.416,HEALTHY,OK,0.0,50,2026-09-10T10:25:00Z
M09,Machine H - Final Inspection,LINE-3,40.36,0.871,96.5,12.72,1272.8,0.198,HEALTHY,OK,0.0,50,2026-09-10T10:25:00Z
M10,Machine I - Dispatch / Palletizing,LINE-3,36.82,0.643,93.78,10.86,1244.6,0.291,HEALTHY,OK,0.0,50,2026-09-10T10:25:00Z
M01,Machine A - Cutting / Raw Material Feed,LINE-1,42.47,1.21,102.54,18.55,1197.7,0.2,HEALTHY,OK,0.0,51,2026-09-10T10:25:30Z
M02,Machine B1 - Assembly Line 1,LINE-1,45.1,1.522,104.04,21.75,1186.9,0.506,HEALTHY,OK,0.0,51,2026-09-10T10:25:30Z
M03,Machine B2 - Assembly Line 2,LINE-2,45.44,1.519,101.13,20.15,1349.4,0.523,HEALTHY,OK,0.0,51,2026-09-10T10:25:30Z
M04,Machine C - Quality Inspection,LINE-2,39.5,1.052,97.77,13.67,1381.8,0.184,HEALTHY,OK,0.0,51,2026-09-10T10:25:30Z
M05,Machine D - Packaging Unit,LINE-2,37.81,0.937,94.42,12.23,1351.2,0.329,HEALTHY,OK,0.0,51,2026-09-10T10:25:30Z
M06,Machine E - Material Transfer,LINE-2,39.5,1.067,99.47,14.76,1364.6,0.266,HEALTHY,OK,0.0,51,2026-09-10T10:25:30Z
M07,Machine F - Secondary Assembly (Backup / Reroute Line),LINE-3,44.53,1.367,103.01,21.18,1311.9,0.584,HEALTHY,OK,0.0,51,2026-09-10T10:25:30Z
M08,Machine G - Finishing Station,LINE-3,41.31,1.053,97.46,16.01,1306.1,0.404,HEALTHY,OK,0.0,51,2026-09-10T10:25:30Z
